## Ore Dictionary Info                      ##
##############################################
## In the form:                             ##
## <ore dictionary entry>                   ##
##     <item id registered> - <item damage> ##
##     etc...                               ##
##############################################
artisansAthame
harvestcraft:taroitem - 0
harvestcraft:tomatilloitem - 0
harvestcraft:jackfruititem - 0
harvestcraft:tamarinditem - 0


listAllvenisoncooked
harvestcraft:cookedtofenisonitem - 0
harvestcraft:venisoncookeditem - 0


listAllvenisonraw
harvestcraft:rawtofenisonitem - 0
harvestcraft:venisonrawitem - 0
harvestcraft:groundvenisonitem - 0


listAllwater
minecraft:water_bucket - 0
harvestcraft:freshwateritem - 0


listAllwheat


listAllyogurt
harvestcraft:appleyogurtitem - 0
harvestcraft:melonyogurtitem - 0
harvestcraft:vanillayogurtitem - 0
harvestcraft:strawberryyogurtitem - 0
harvestcraft:starfruityogurtitem - 0
harvestcraft:raspberryyogurtitem - 0
harvestcraft:pumpkinyogurtitem - 0
harvestcraft:pomegranateyogurtitem - 0
harvestcraft:plumyogurtitem - 0
harvestcraft:pineappleyogurtitem - 0
harvestcraft:pearyogurtitem - 0
harvestcraft:persimmonyogurtitem - 0
harvestcraft:peachyogurtitem - 0
harvestcraft:papayayogurtitem - 0
harvestcraft:orangeyogurtitem - 0
harvestcraft:mangoyogurtitem - 0
harvestcraft:limeyogurtitem - 0
harvestcraft:lemonyogurtitem - 0
harvestcraft:kiwiyogurtitem - 0
harvestcraft:grapeyogurtitem - 0
harvestcraft:grapefruityogurtitem - 0
harvestcraft:gooseberryyogurtitem - 0
harvestcraft:figyogurtitem - 0
harvestcraft:cranberryyogurtitem - 0
harvestcraft:coconutyogurtitem - 0
harvestcraft:chocolateyogurtitem - 0
harvestcraft:cherryyogurtitem - 0
harvestcraft:blueberryyogurtitem - 0
harvestcraft:blackberryyogurtitem - 0
harvestcraft:bananayogurtitem - 0
harvestcraft:apricotyogurtitem - 0


livingrock


livingwood


logBloodwood


logDarkwood


logFusewood


logGhostwood


logWood
minecraft:log - any
minecraft:log2 - any
biomesoplenty:log_0 - 4
biomesoplenty:log_0 - 5
biomesoplenty:log_0 - 6
biomesoplenty:log_0 - 7
biomesoplenty:log_1 - 4
biomesoplenty:log_1 - 5
biomesoplenty:log_1 - 6
biomesoplenty:log_1 - 7
biomesoplenty:log_2 - 4
biomesoplenty:log_2 - 5
biomesoplenty:log_2 - 6
biomesoplenty:log_2 - 7
biomesoplenty:log_3 - 4
biomesoplenty:log_3 - 5
biomesoplenty:log_3 - 6
biomesoplenty:log_3 - 7
biomesoplenty:log_4 - 4
biomesoplenty:log_4 - 5
harvestcraft:pammaple - 0
harvestcraft:pampaperbark - 0
harvestcraft:pamcinnamon - 0


manaDiamond


manaPearl


manaString


materialCloth
harvestcraft:wovencottonitem - 0


materialPigskin


materialPressedwax
harvestcraft:beeswaxitem - 0


materialStoneTool
minecraft:flint - 0
minecraft:stone - 0
minecraft:stone - 1
minecraft:stone - 3
minecraft:stone - 5
minecraft:cobblestone - 0


mica


mushroomAny
minecraft:red_mushroom - 0
minecraft:brown_mushroom - 0
quark:glowshroom - 0


netherStar
minecraft:nether_star - 0


netherrack
minecraft:netherrack - 0
minecraft:netherrack - any


nuggetAlubrass
tconstruct:nuggets - 5


nuggetAluminum


nuggetAlumite
plustic:alumitenugget - 0


nuggetArdite
tconstruct:nuggets - 1


nuggetAstralStarmetal


nuggetBoundMetal


nuggetBronze


nuggetChaoticMetal


nuggetCobalt
tconstruct:nuggets - 0


nuggetConstantan


nuggetCopper


nuggetCosmicNeutronium


nuggetCrystalMatrix


nuggetDarkMatter


nuggetDraconicMetal


nuggetDraconium


nuggetElectrum


nuggetElectrumFlux


nuggetElvenElementium


nuggetEnderium


nuggetEnergium


nuggetEssenceMetal


nuggetFluixSteel


nuggetGelidEnderium


nuggetGold
minecraft:gold_nugget - 0


nuggetInfinity


nuggetInvar


nuggetIridium


nuggetIron
minecraft:iron_nugget - 0


nuggetKnightslime
tconstruct:nuggets - 3


nuggetLead


nuggetLumium


nuggetManasteel


nuggetManyullyn
tconstruct:nuggets - 2


nuggetMeat


nuggetNickel


nuggetOsmium


nuggetPigiron
tconstruct:nuggets - 4


nuggetPinkMetal


nuggetPlatinum


nuggetPrimordial


nuggetRedMatter


nuggetRefinedGlowstone


nuggetRefinedObsidian


nuggetRubber


nuggetSentientMetal


nuggetSignalum


nuggetSilver


nuggetSteel
tcomplement:materials - 20


nuggetSunnarium


nuggetTerrasteel


nuggetThaumium


nuggetTin


nuggetUUMatter


nuggetVoid


nuggetWyvernMetal


obsidian
minecraft:obsidian - 0
minecraft:obsidian - any


oreAlubrass


oreAluminum


oreAlumite


oreAmber
biomesoplenty:gem_ore - 7


oreAmethyst
biomesoplenty:gem_ore - 0


oreArdite
tconstruct:ore - 1


oreBrass


oreBronze


oreCoal
minecraft:coal_ore - 0


oreCobalt
tconstruct:ore - 0


oreCopper


oreDiamond
minecraft:diamond_ore - 0


oreElectrum


oreEmerald
minecraft:emerald_ore - 0


oreGold
minecraft:gold_ore - 0


oreIron
minecraft:iron_ore - 0


oreKnightslime


oreLapis
minecraft:lapis_ore - 0


oreLead


oreMalachite
biomesoplenty:gem_ore - 5


oreManyullyn


oreNetherAlubrass


oreNetherAluminum


oreNetherAlumite


oreNetherArdite


oreNetherBrass


oreNetherBronze


oreNetherCobalt


oreNetherCopper


oreNetherElectrum


oreNetherGold


oreNetherIron


oreNetherKnightslime


oreNetherLead


oreNetherManyullyn


oreNetherNickel


oreNetherPigiron


oreNetherSilver


oreNetherSteel


oreNetherTin


oreNetherZinc


oreNethernull


oreNickel


oreNuggetAlubrass


oreNuggetAluminum


oreNuggetAlumite


oreNuggetArdite


oreNuggetBrass


oreNuggetBronze


oreNuggetCobalt


oreNuggetCopper


oreNuggetElectrum


oreNuggetGold


oreNuggetIron


oreNuggetKnightslime


oreNuggetLead


oreNuggetManyullyn


oreNuggetNickel


oreNuggetPigiron


oreNuggetSilver


oreNuggetSteel


oreNuggetTin


oreNuggetZinc


oreNuggetnull


orePeridot
biomesoplenty:gem_ore - 2


orePigiron


orePoorAlubrass


orePoorAluminum


orePoorAlumite


orePoorArdite


orePoorBrass


orePoorBronze


orePoorCobalt


orePoorCopper


orePoorElectrum


orePoorGold


orePoorIron


orePoorKnightslime


orePoorLead


orePoorManyullyn


orePoorNickel


orePoorPigiron


orePoorSilver


orePoorSteel


orePoorTin


orePoorZinc


orePoornull


oreQuartz
minecraft:quartz_ore - 0


oreRedstone
minecraft:redstone_ore - 0


oreRuby
biomesoplenty:gem_ore - 1


oreSapphire
biomesoplenty:gem_ore - 6


oreSilver


oreSteel


oreTanzanite
biomesoplenty:gem_ore - 4


oreTin


oreTopaz
biomesoplenty:gem_ore - 3


oreZinc


orenull


paneGlass
minecraft:glass_pane - 0
minecraft:stained_glass_pane - any


paneGlassBlack
minecraft:stained_glass_pane - 15


paneGlassBlue
minecraft:stained_glass_pane - 11


paneGlassBrown
minecraft:stained_glass_pane - 12


paneGlassColorless
minecraft:glass_pane - 0


paneGlassCyan
minecraft:stained_glass_pane - 9


paneGlassGray
minecraft:stained_glass_pane - 7


paneGlassGreen
minecraft:stained_glass_pane - 13


paneGlassLightBlue
minecraft:stained_glass_pane - 3


paneGlassLightGray
minecraft:stained_glass_pane - 8


paneGlassLime
minecraft:stained_glass_pane - 5


paneGlassMagenta
minecraft:stained_glass_pane - 2


paneGlassOrange
minecraft:stained_glass_pane - 1


paneGlassPink
minecraft:stained_glass_pane - 6


paneGlassPurple
minecraft:stained_glass_pane - 10


paneGlassRed
minecraft:stained_glass_pane - 14


paneGlassWhite
minecraft:stained_glass_pane - 0


paneGlassYellow
minecraft:stained_glass_pane - 4


paper
minecraft:paper - 0


partBinding
tconstruct:binding - any


partPickHead
tconstruct:pick_head - any


partToolRod
tconstruct:tool_rod - any


pattern
tconstruct:pattern - any


plankStained
quark:stained_planks - any
quark:vertical_stained_planks - any


plankWood
minecraft:planks - any
biomesoplenty:planks_0 - 0
biomesoplenty:planks_0 - 1
biomesoplenty:planks_0 - 2
biomesoplenty:planks_0 - 3
biomesoplenty:planks_0 - 4
biomesoplenty:planks_0 - 5
biomesoplenty:planks_0 - 6
biomesoplenty:planks_0 - 7
biomesoplenty:planks_0 - 8
biomesoplenty:planks_0 - 9
biomesoplenty:planks_0 - 10
biomesoplenty:planks_0 - 11
biomesoplenty:planks_0 - 12
biomesoplenty:planks_0 - 13
biomesoplenty:planks_0 - 14
biomesoplenty:planks_0 - 15
quark:stained_planks - any
quark:vertical_planks - any
quark:vertical_stained_planks - any


planksBloodwood


planksDarkwood


planksFusewood


planksGhostwood


plantBarley
biomesoplenty:plant_1 - 11


plantBerrybush
biomesoplenty:plant_0 - 5


plantBush
biomesoplenty:plant_0 - 2


plantCattail
biomesoplenty:plant_1 - 4
biomesoplenty:double_plant - 1


plantCloverpatch
biomesoplenty:plant_0 - 10


plantDampgrass
biomesoplenty:plant_0 - 8


plantDeadgrass
biomesoplenty:plant_0 - 13


plantDeadleafpile
biomesoplenty:plant_0 - 12


plantDesertgrass
biomesoplenty:plant_0 - 14


plantDesertsprouts
biomesoplenty:plant_0 - 15


plantDevilweed
biomesoplenty:plant_1 - 7


plantDunegrass
biomesoplenty:plant_1 - 0


plantFlax
biomesoplenty:double_plant - 0


plantKoru
biomesoplenty:plant_0 - 9


plantLeafpile
biomesoplenty:plant_0 - 11


plantMediumgrass
biomesoplenty:plant_0 - 1


plantPoisonivy
biomesoplenty:plant_0 - 4


plantRafflesia
biomesoplenty:plant_1 - 10


plantReed
biomesoplenty:plant_1 - 8


plantRivercane
biomesoplenty:plant_1 - 5


plantRoot
biomesoplenty:plant_1 - 9


plantShortgrass
biomesoplenty:plant_0 - 0


plantShrub
biomesoplenty:plant_0 - 6


plantSpectralfern
biomesoplenty:plant_1 - 1


plantSprout
biomesoplenty:plant_0 - 3


plantThorn
biomesoplenty:plant_1 - 2


plantTinycactus
biomesoplenty:plant_1 - 6


plantWheatgrass
biomesoplenty:plant_0 - 7


plantWildrice
biomesoplenty:plant_1 - 3


plateAdvancedAlloy


plateAlumite


plateArdite


plateCarbon


plateCobalt


plateGold


plateIron


plateKnightslime


plateManyullyn


platePigiron


plateSteel


portionFish


portionMeat


pressurePlateWood
minecraft:wooden_pressure_plate - 0
quark:spruce_pressure_plate - 0
quark:birch_pressure_plate - 0
quark:jungle_pressure_plate - 0
quark:acacia_pressure_plate - 0
quark:dark_oak_pressure_plate - 0


prismarine
minecraft:prismarine - any


quicksilver


record
minecraft:record_13 - 0
minecraft:record_cat - 0
minecraft:record_blocks - 0
minecraft:record_chirp - 0
minecraft:record_far - 0
minecraft:record_mall - 0
minecraft:record_mellohi - 0
minecraft:record_stal - 0
minecraft:record_strad - 0
minecraft:record_ward - 0
minecraft:record_11 - 0
minecraft:record_wait - 0
biomesoplenty:record_wanderer - 0


rodStone
tconstruct:stone_stick - any


salmonRaw
minecraft:salmon - 0
minecraft:fish - 0


sand
minecraft:sand - any
biomesoplenty:white_sand - 0


sandstone
minecraft:sandstone - any
minecraft:red_sandstone - any
biomesoplenty:white_sandstone - 0


scaleGuardian


seedAgave
harvestcraft:agaveseeditem - 0


seedAmaranth
harvestcraft:amaranthseeditem - 0


seedArrowroot
harvestcraft:arrowrootseeditem - 0


seedArtichoke
harvestcraft:artichokeseeditem - 0


seedAsparagus
harvestcraft:asparagusseeditem - 0


seedBambooshoot
harvestcraft:bambooshootseeditem - 0


seedBarley
harvestcraft:barleyseeditem - 0


seedBean
harvestcraft:beanseeditem - 0


seedBeet
harvestcraft:beetseeditem - 0
minecraft:beetroot_seeds - 0


seedBellpepper
harvestcraft:bellpepperseeditem - 0


seedBlackberry
harvestcraft:blackberryseeditem - 0


seedBlueberry
harvestcraft:blueberryseeditem - 0


seedBroccoli
harvestcraft:broccoliseeditem - 0


seedBrusselsprout
harvestcraft:brusselsproutseeditem - 0


seedCabbage
harvestcraft:cabbageseeditem - 0


seedCactusfruit
harvestcraft:cactusfruitseeditem - 0


seedCandleberry
harvestcraft:candleberryseeditem - 0


seedCantaloupe
harvestcraft:cantaloupeseeditem - 0


seedCassava
harvestcraft:cassavaseeditem - 0


seedCauliflower
harvestcraft:cauliflowerseeditem - 0


seedCelery
harvestcraft:celeryseeditem - 0


seedChickpea
harvestcraft:chickpeaseeditem - 0


seedChilipepper
harvestcraft:chilipepperseeditem - 0


seedCoffee
harvestcraft:coffeeseeditem - 0


seedCorn
harvestcraft:cornseeditem - 0


seedCotton
harvestcraft:cottonseeditem - 0


seedCranberry
harvestcraft:cranberryseeditem - 0


seedCucumber
harvestcraft:cucumberseeditem - 0


seedCurryleaf
harvestcraft:curryleafseeditem - 0


seedEggplant
harvestcraft:eggplantseeditem - 0


seedElderberry
harvestcraft:elderberryseeditem - 0


seedFlax
harvestcraft:flaxseeditem - 0


seedGarlic
harvestcraft:garlicseeditem - 0


seedGigapickle
harvestcraft:gigapickleseeditem - 0


seedGinger
harvestcraft:gingerseeditem - 0


seedGrape
harvestcraft:grapeseeditem - 0


seedGreengrape
harvestcraft:greengrapeseeditem - 0


seedHuckleberry
harvestcraft:huckleberryseeditem - 0


seedJicama
harvestcraft:jicamaseeditem - 0


seedJuniperberry
harvestcraft:juniperberryseeditem - 0


seedJute
harvestcraft:juteseeditem - 0


seedKale
harvestcraft:kaleseeditem - 0


seedKenaf
harvestcraft:kenafseeditem - 0


seedKiwi
harvestcraft:kiwiseeditem - 0


seedKohlrabi
harvestcraft:kohlrabiseeditem - 0


seedLeek
harvestcraft:leekseeditem - 0


seedLentil
harvestcraft:lentilseeditem - 0


seedLettuce
harvestcraft:lettuceseeditem - 0


seedMillet
harvestcraft:milletseeditem - 0


seedMulberry
harvestcraft:mulberryseeditem - 0


seedMustard
harvestcraft:mustardseeditem - 0


seedOats
harvestcraft:oatsseeditem - 0


seedOkra
harvestcraft:okraseeditem - 0


seedOnion
harvestcraft:onionseeditem - 0


seedParsnip
harvestcraft:parsnipseeditem - 0


seedPeanut
harvestcraft:peanutseeditem - 0


seedPeas
harvestcraft:peasseeditem - 0


seedPineapple
harvestcraft:pineappleseeditem - 0


seedQuinoa
harvestcraft:quinoaseeditem - 0


seedRadish
harvestcraft:radishseeditem - 0


seedRaspberry
harvestcraft:raspberryseeditem - 0


seedRhubarb
harvestcraft:rhubarbseeditem - 0


seedRice
harvestcraft:riceseeditem - 0


seedRutabaga
harvestcraft:rutabagaseeditem - 0


seedRye
harvestcraft:ryeseeditem - 0


seedScallion
harvestcraft:scallionseeditem - 0


seedSeaweed
harvestcraft:seaweedseeditem - 0


seedSesameseed
harvestcraft:sesameseedsseeditem - 0


seedSisal
harvestcraft:sisalseeditem - 0


seedSoybean
harvestcraft:soybeanseeditem - 0


seedSpiceleaf
harvestcraft:spiceleafseeditem - 0


seedSpinach
harvestcraft:spinachseeditem - 0


seedStrawberry
harvestcraft:strawberryseeditem - 0


seedSweetpotato
harvestcraft:sweetpotatoseeditem - 0


seedTaro
harvestcraft:taroseeditem - 0


seedTea
harvestcraft:teaseeditem - 0


seedTomatillo
harvestcraft:tomatilloseeditem - 0


seedTomato
harvestcraft:tomatoseeditem - 0


seedTurnip
harvestcraft:turnipseeditem - 0


seedWaterchestnut
harvestcraft:waterchestnutseeditem - 0


seedWhitemushroom
harvestcraft:whitemushroomseeditem - 0


seedWintersquash
harvestcraft:wintersquashseeditem - 0


seedZucchini
harvestcraft:zucchiniseeditem - 0


shardGlass
quark:glass_shards - 0


sheetHDPE


slabWood
minecraft:wooden_slab - any
biomesoplenty:wood_slab_0 - 0
biomesoplenty:wood_slab_0 - 1
biomesoplenty:wood_slab_0 - 2
biomesoplenty:wood_slab_0 - 3
biomesoplenty:wood_slab_0 - 4
biomesoplenty:wood_slab_0 - 5
biomesoplenty:wood_slab_0 - 6
biomesoplenty:wood_slab_0 - 7
biomesoplenty:wood_slab_1 - 0
biomesoplenty:wood_slab_1 - 1
biomesoplenty:wood_slab_1 - 2
biomesoplenty:wood_slab_1 - 3
biomesoplenty:wood_slab_1 - 4
biomesoplenty:wood_slab_1 - 5
biomesoplenty:wood_slab_1 - 6
biomesoplenty:wood_slab_1 - 7


slimeball
minecraft:slime_ball - 0
tconstruct:edible - 1
tconstruct:edible - 2
tconstruct:edible - 3
tconstruct:edible - 4
tconstruct:edible - 5
quark:slime_bucket - 0


slimeballBlood
tconstruct:edible - 3


slimeballBlue
tconstruct:edible - 1


slimeballGreen
minecraft:slime_ball - any


slimeballMagma
tconstruct:edible - 4


slimeballPink


slimeballPurple
tconstruct:edible - 2


slimecrystal
tconstruct:materials - 9
tconstruct:materials - 10
tconstruct:materials - 11


slimecrystalBlue
tconstruct:materials - 10


slimecrystalGreen
tconstruct:materials - 9


slimecrystalMagma
tconstruct:materials - 11


slimecrystalPink


stairWood
minecraft:oak_stairs - 0
minecraft:spruce_stairs - 0
minecraft:birch_stairs - 0
minecraft:jungle_stairs - 0
minecraft:acacia_stairs - 0
minecraft:dark_oak_stairs - 0
biomesoplenty:sacred_oak_stairs - 0
biomesoplenty:cherry_stairs - 0
biomesoplenty:umbran_stairs - 0
biomesoplenty:fir_stairs - 0
biomesoplenty:ethereal_stairs - 0
biomesoplenty:magic_stairs - 0
biomesoplenty:mangrove_stairs - 0
biomesoplenty:palm_stairs - 0
biomesoplenty:redwood_stairs - 0
biomesoplenty:willow_stairs - 0
biomesoplenty:pine_stairs - 0
biomesoplenty:hellbark_stairs - 0
biomesoplenty:jacaranda_stairs - 0
biomesoplenty:mahogany_stairs - 0
biomesoplenty:ebony_stairs - 0
biomesoplenty:eucalyptus_stairs - 0


stickTreatedWood


stickWood
minecraft:stick - 0
biomesoplenty:bamboo - 0
biomesoplenty:plant_1 - 5


stone
minecraft:stone - 0


stoneAndesite
minecraft:stone - 5


stoneAndesitePolished
minecraft:stone - 6


stoneBasalt
quark:basalt - 0


stoneBasaltPolished
quark:basalt - 1


stoneBrimstone
quark:biome_cobblestone - 0


stoneBrimstonePolished
quark:biome_brick - 0


stoneDiorite
minecraft:stone - 3


stoneDioritePolished
minecraft:stone - 4


stoneGranite
minecraft:stone - 1


stoneGranitePolished
minecraft:stone - 2


stoneJasper
quark:jasper - 0


stoneJasperPolished
quark:jasper - 1


stoneLimestone
quark:limestone - 0


stoneLimestonePolished
quark:limestone - 1


stoneMarble
quark:marble - 0


stoneMarblePolished
quark:marble - 1


stonePermafrost
quark:biome_cobblestone - 1


stonePermafrostPolished
quark:biome_cobblestone - 1


stonePolished
quark:polished_stone - 0


stoneSlate
quark:slate - 0


stoneSlatePolished
quark:slate - 1


string
minecraft:string - 0


stringFluxed


sugarcane
minecraft:reeds - 0


tallow
quark:tallow - 0


toolBakeware
harvestcraft:bakewareitem - 0


toolCuttingboard
harvestcraft:cuttingboarditem - 0


toolJuicer
harvestcraft:juiceritem - 0


toolMixingbowl
harvestcraft:mixingbowlitem - 0


toolMortarandpestle
harvestcraft:mortarandpestleitem - 0


toolPot
harvestcraft:potitem - 0


toolSaucepan
harvestcraft:saucepanitem - 0


toolSkillet
harvestcraft:skilletitem - 0


torch
minecraft:torch - 0
tconstruct:stone_torch - any


trapdoorWood
minecraft:trapdoor - any
minecraft:trapdoor - 0
quark:spruce_trapdoor - 0
quark:birch_trapdoor - 0
quark:jungle_trapdoor - 0
quark:acacia_trapdoor - 0
quark:dark_oak_trapdoor - 0


treeLeaves
minecraft:leaves - any
minecraft:leaves2 - any
biomesoplenty:leaves_0 - 8
biomesoplenty:leaves_0 - 9
biomesoplenty:leaves_0 - 10
biomesoplenty:leaves_0 - 11
biomesoplenty:leaves_1 - 8
biomesoplenty:leaves_1 - 9
biomesoplenty:leaves_1 - 10
biomesoplenty:leaves_1 - 11
biomesoplenty:leaves_2 - 8
biomesoplenty:leaves_2 - 9
biomesoplenty:leaves_2 - 10
biomesoplenty:leaves_2 - 11
biomesoplenty:leaves_3 - 8
biomesoplenty:leaves_3 - 9
biomesoplenty:leaves_3 - 10
biomesoplenty:leaves_3 - 11
biomesoplenty:leaves_4 - 8
biomesoplenty:leaves_4 - 9
biomesoplenty:leaves_4 - 10
biomesoplenty:leaves_4 - 11
biomesoplenty:leaves_5 - 8
biomesoplenty:leaves_5 - 9
biomesoplenty:leaves_5 - 10
biomesoplenty:leaves_5 - 11
biomesoplenty:leaves_6 - 8
biomesoplenty:leaves_6 - 9
tconstruct:slime_leaves - any
quark:variant_leaves - any


treeSapling
minecraft:sapling - any
biomesoplenty:sapling_0 - 0
biomesoplenty:sapling_0 - 1
biomesoplenty:sapling_0 - 2
biomesoplenty:sapling_0 - 3
biomesoplenty:sapling_0 - 4
biomesoplenty:sapling_0 - 5
biomesoplenty:sapling_0 - 6
biomesoplenty:sapling_0 - 7
biomesoplenty:sapling_1 - 0
biomesoplenty:sapling_1 - 1
biomesoplenty:sapling_1 - 2
biomesoplenty:sapling_1 - 3
biomesoplenty:sapling_1 - 4
biomesoplenty:sapling_1 - 5
biomesoplenty:sapling_1 - 6
biomesoplenty:sapling_1 - 7
biomesoplenty:sapling_2 - 0
biomesoplenty:sapling_2 - 1
biomesoplenty:sapling_2 - 2
biomesoplenty:sapling_2 - 3
biomesoplenty:sapling_2 - 4
biomesoplenty:sapling_2 - 5
biomesoplenty:sapling_2 - 6
biomesoplenty:sapling_2 - 7
tconstruct:slime_sapling - any
harvestcraft:almond_sapling - 0
harvestcraft:apple_sapling - 0
harvestcraft:apricot_sapling - 0
harvestcraft:banana_sapling - 0
harvestcraft:cashew_sapling - 0
harvestcraft:cherry_sapling - 0
harvestcraft:chestnut_sapling - 0
harvestcraft:cinnamon_sapling - 0
harvestcraft:coconut_sapling - 0
harvestcraft:date_sapling - 0
harvestcraft:dragonfruit_sapling - 0
harvestcraft:durian_sapling - 0
harvestcraft:fig_sapling - 0
harvestcraft:gooseberry_sapling - 0
harvestcraft:grapefruit_sapling - 0
harvestcraft:lemon_sapling - 0
harvestcraft:lime_sapling - 0
harvestcraft:mango_sapling - 0
harvestcraft:maple_sapling - 0
harvestcraft:nutmeg_sapling - 0
harvestcraft:olive_sapling - 0
harvestcraft:orange_sapling - 0
harvestcraft:papaya_sapling - 0
harvestcraft:paperbark_sapling - 0
harvestcraft:peach_sapling - 0
harvestcraft:pear_sapling - 0
harvestcraft:pecan_sapling - 0
harvestcraft:peppercorn_sapling - 0
harvestcraft:persimmon_sapling - 0
harvestcraft:pistachio_sapling - 0
harvestcraft:plum_sapling - 0
harvestcraft:pomegranate_sapling - 0
harvestcraft:starfruit_sapling - 0
harvestcraft:vanillabean_sapling - 0
harvestcraft:hazelnut_sapling - 0
harvestcraft:pawpaw_sapling - 0
harvestcraft:soursop_sapling - 0
harvestcraft:breadfruit_sapling - 0
harvestcraft:guava_sapling - 0
harvestcraft:jackfruit_sapling - 0
harvestcraft:lychee_sapling - 0
harvestcraft:passionfruit_sapling - 0
harvestcraft:rambutan_sapling - 0
harvestcraft:tamarind_sapling - 0
quark:variant_sapling - any


vine
minecraft:vine - 0
minecraft:vine - any
tconstruct:slime_vine_blue - any
tconstruct:slime_vine_blue_mid - any
tconstruct:slime_vine_blue_end - any
tconstruct:slime_vine_purple - any
